# This file was produced by the NS Exoplanet rchive  http://exoplanetarchive.ipac.caltech.edu
# Thu ug  7 13:52:27 2025
#
# User preference: *
#
# CONSTRINT:  where (disc_year < 2025
# CONSTRINT:  and pl_orbsmaxstr < 0.1
# CONSTRINT:  and pl_rvampstr > 1
# CONSTRINT:  and st_massstr in (0.6,1.6))
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major xis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major xis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major xis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major xis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_rvamp:       Radial Velocity mplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity mplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity mplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity mplitude Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          R [sexagesimal]
# COLUMN ra:             R [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MSS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MSS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MSS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI3331  b,TOI3331 ,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.01802310000,0.00000430000,-0.00000440000,0,0.0314400000,0.0004800000,-0.0005500000,0,12.97999965,0.48198617,-0.48198617,0,1.15800000,0.04300000,-0.04300000,0,721.47048389,50.85254512,-50.85254512,0,2.27000000,0.16000000,-0.16000000,0,Mass,0.000000,0.048000,-0.052000,0,818.5000,70.5000,-61.0000,0,1488.00,31.00,-29.00,0,0,360.00000,21.00000,-21.00000,0,,5609.00,92.00,-87.00,0,0.952000,0.029000,-0.029000,0,1.016000,0.047000,-0.052000,0,0.1480,0.0840,-0.0840,0,[Fe/H],4.487000,0.022000,-0.023000,0,18h05m17.80s,271.3241672,-34d06m25.82s,-34.1071710,217.19300000,2.74800000,-2.68100000,11.6350000,0.0380000,-0.0380000,9.9140000,0.0260000,-0.0260000,11.8314000,0.0009780,-0.0009780
Kepler15 b,Kepler15,1,1,Transit,2011,Kepler,0,4.94278200000,0.00000130000,-0.00000130000,0,0.0571400000,0.0008600000,-0.0009300000,0,10.76000000,0.67000000,-0.78000000,0,0.96000000,0.06000000,-0.07000000,0,209.76000000,25.43000000,-28.60000000,0,0.66000000,0.08000000,-0.09000000,0,Mass,0.060000,,,0,430.6770,17.3750,-16.6810,0,1251.00,27.00,-27.00,0,0,78.70000,8.50000,-9.50000,0,,5515.00,122.00,-130.00,0,0.992000,0.058000,-0.070000,0,1.018000,0.044000,-0.052000,0,0.3600,0.0700,-0.0700,0,[Fe/H],4.460000,0.053000,-0.050000,0,19h44m48.13s,296.2005506,+49d08m24.11s,49.1400304,739.41200000,11.15800000,-11.15800000,13.8100000,0.1370000,-0.1370000,12.2160000,0.0280000,-0.0280000,13.7136000,0.0002420,-0.0002420
HD86226 c,HD86226,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.98442000000,0.00018000000,-0.00018000000,0,0.0490000000,0.0010000000,-0.0010000000,0,2.16000000,0.08000000,-0.08000000,0,0.19270229,0.00713712,-0.00713712,0,7.25000000,1.19000000,-1.12000000,0,0.02281094,0.00374414,-0.00352390,0,Mass,0.075000,0.065000,-0.048000,0,647.9010,,,0,1311.00,28.00,-28.00,0,0,2.89000,0.46000,-0.43000,0,G1 V,5863.00,88.00,-88.00,0,1.053000,0.026000,-0.026000,0,1.019000,0.061000,-0.066000,0,0.0180,0.0570,-0.0430,0,[Fe/H],4.400000,0.029000,-0.032000,0,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.68300000,0.10530000,-0.10480000,7.9300000,0.0300000,-0.0300000,6.4630000,0.0230000,-0.0230000,7.7713000,0.0004620,-0.0004620
HD1461 b,HD1461,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,5.77152000000,0.00045000000,-0.00045000000,0,0.0634000000,0.0022000000,-0.0022000000,0,2.42000000,,,0,0.21600000,,,0,6.44000000,0.61000000,-0.61000000,0,0.02026240,0.00191927,-0.00191927,0,Msini,0.172000,,,1,,,,,,,,,0,2.28000,0.15000,-0.15000,0,G0 V,5765.00,18.00,-18.00,0,1.152288,0.027110,-0.027110,0,1.020000,,,0,0.1900,0.0100,-0.0100,0,[Fe/H],4.380000,0.030000,-0.030000,0,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.45340000,0.03090000,-0.03090000,6.4793300,0.0230000,-0.0230000,4.8970000,0.0230000,-0.0230000,6.2945400,0.0003801,-0.0003801
HD219666 b,HD219666,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),0,6.03446800000,0.00000400000,-0.00000400000,0,0.0635600000,0.0026500000,-0.0026500000,0,4.89800000,0.06000000,-0.06000000,0,0.43700000,0.00600000,-0.00600000,0,17.60000000,1.20000000,-1.20000000,0,0.05500000,0.00300000,-0.00300000,0,Mass,0.050000,0.040000,-0.040000,0,64.2648,,,0,1076.00,22.00,-22.00,0,0,6.07000,0.32000,-0.32000,0,G5 V,5540.00,63.00,-63.00,0,1.059000,0.008000,-0.008000,0,1.020000,0.100000,-0.100000,0,0.0400,0.0400,-0.0400,0,[Fe/H],4.400000,0.110000,-0.110000,0,23h18m14.22s,349.5592665,-56d54m14.35s,-56.9039857,94.17190000,0.25180000,-0.25060000,9.8090000,0.0030000,-0.0030000,8.1580000,0.0330000,-0.0330000,9.6495600,0.0002190,-0.0002190
LTT9779 b,LTT9779,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.79205200000,0.00000930000,-0.00000930000,0,0.0167900000,0.0001400000,-0.0001200000,0,4.72000000,0.23000000,-0.23000000,0,0.42109020,0.02051923,-0.02051923,0,29.32000000,0.78000000,-0.81000000,0,0.09225057,0.00245414,-0.00254853,0,Mass,0.000000,,,0,1013.6900,,,0,1978.00,19.00,-19.00,0,0,19.65000,0.43000,-0.43000,0,G7 V,5443.00,14.00,-13.00,0,0.949000,0.006000,-0.006000,0,1.020000,0.020000,-0.030000,0,0.2700,0.0300,-0.0300,0,[Fe/H],4.350000,0.160000,-0.120000,0,23h54m40.53s,358.6688767,-37d37m41.61s,-37.6282237,80.43730000,0.31740000,-0.31500000,9.7900000,0.0300000,-0.0300000,8.0160000,0.0290000,-0.0290000,9.6000600,0.0002900,-0.0002900
WASP119 b,WASP119,1,1,Transit,2016,SuperWASPSouth,0,2.49979000000,0.00001000000,-0.00001000000,0,0.0363000000,0.0007000000,-0.0007000000,0,15.69260000,2.24180000,-2.24180000,0,1.40000000,0.20000000,-0.20000000,0,390.93090000,25.42640000,-25.42640000,0,1.23000000,0.08000000,-0.08000000,0,Mass,0.058000,,,1,907.8624,,,0,1600.00,80.00,-80.00,0,0,181.00000,10.00000,-10.00000,0,G5,5650.00,100.00,-100.00,0,1.200000,0.100000,-0.100000,0,1.020000,0.060000,-0.060000,0,0.1400,0.1000,-0.1000,0,[Fe/H],4.260000,0.080000,-0.080000,0,03h43m44.07s,55.9336392,-65d11m37.61s,-65.1937800,302.44800000,2.01700000,-1.99100000,12.3140000,0.0570000,-0.0570000,10.5450000,0.0210000,-0.0210000,12.1014000,0.0002790,-0.0002790
NGTS12 b,NGTS12,1,1,Transit,2020,Next-Generation Transit Survey (NGTS),0,7.53280600000,0.00004800000,-0.00004800000,0,0.0757000000,0.0014000000,-0.0014000000,0,11.74703200,0.35868800,-0.35868800,0,1.04800000,0.03200000,-0.03200000,0,66.10864000,6.99226000,-6.99226000,0,0.20800000,0.02200000,-0.02200000,0,Mass,0.000000,,,0,416.0000,46.0000,-46.0000,0,1257.00,34.00,-34.00,0,0,21.30000,2.10000,-2.10000,0,G,5690.00,130.00,-130.00,0,1.589000,0.040000,-0.040000,0,1.021000,0.056000,-0.049000,0,-0.0300,0.1100,-0.1100,0,[Fe/H],4.045000,0.038000,-0.038000,0,11h44m59.99s,176.2499418,-35d38m26.03s,-35.6405630,446.44200000,7.70600000,-7.45300000,12.3820000,0.0460000,-0.0460000,10.5880000,0.0210000,-0.0210000,12.1279000,0.0002010,-0.0002010
TOI1136 b,TOI1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.17270000000,0.00030000000,-0.00030000000,0,0.0510600000,0.0009000000,-0.0009000000,0,1.90000000,0.21000000,-0.15000000,0,0.16950694,0.01873498,-0.01338213,0,3.50000000,0.80000000,-0.70000000,0,0.01101223,0.00251708,-0.00220245,0,Mass,0.027000,0.009000,-0.009000,0,,,,,1216.00,12.00,-12.00,0,1,3.20000,2.70000,-2.70000,0,,5770.00,50.00,-50.00,0,0.968000,0.036000,-0.036000,0,1.022000,0.027000,-0.027000,0,0.0700,0.0600,-0.0600,0,[Fe/H],4.470000,0.040000,-0.040000,0,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.53620000,0.15830000,-0.15770000,9.5340000,0.0030000,-0.0030000,8.0340000,0.0210000,-0.0210000,9.3678900,0.0005890,-0.0005890
TOI1136 c,TOI1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,6.25740000000,0.00020000000,-0.00020000000,0,0.0669000000,0.0005000000,-0.0005000000,0,2.87900000,0.06000000,-0.06200000,0,0.25684762,0.00535285,-0.00553128,0,6.32000000,1.10000000,-1.30000000,0,0.01988494,0.00346099,-0.00409026,0,Mass,0.110000,0.010000,-0.010000,0,232.3920,,,0,1062.00,7.00,-7.00,0,1,2.60000,1.70000,-1.70000,0,,5770.00,50.00,-50.00,0,0.968000,0.036000,-0.036000,0,1.022000,0.027000,-0.027000,0,0.0700,0.0600,-0.0600,0,[Fe/H],4.470000,0.040000,-0.040000,0,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.53620000,0.15830000,-0.15770000,9.5340000,0.0030000,-0.0030000,8.0340000,0.0210000,-0.0210000,9.3678900,0.0005890,-0.0005890
HATP62 b,HATP62,1,1,Transit,2021,HTNet,0,2.64532350000,0.00000390000,-0.00000390000,0,0.0377200000,0.0002400000,-0.0002400000,0,12.02723629,0.32506044,-0.32506044,0,1.07300000,0.02900000,-0.02900000,0,241.86741773,27.96889982,-27.96889982,0,0.76100000,0.08800000,-0.08800000,0,Mass,0.101000,,,1,867.2000,30.0000,-30.0000,0,1512.00,13.00,-13.00,0,0,110.00000,13.00000,-13.00000,0,,5629.00,48.00,-48.00,0,1.170000,0.016000,-0.016000,0,1.023000,0.020000,-0.020000,0,0.4140,0.0900,-0.0900,0,[Fe/H],4.312000,0.015000,-0.015000,0,04h58m01.05s,74.5043816,+48d18m03.08s,48.3008551,348.81500000,4.95100000,-4.81600000,12.5390000,0.0690000,-0.0690000,10.7010000,0.0260000,-0.0260000,12.4362000,0.0002910,-0.0002910
HATP28 b,HATP28,1,1,Transit,2011,HTNet,0,3.25721500000,0.00000700000,-0.00000700000,0,0.0434000000,0.0007000000,-0.0007000000,0,13.58500000,1.26700000,-0.91900000,0,1.21200000,0.11300000,-0.08200000,0,198.95300000,11.75900000,-11.75900000,0,0.62600000,0.03700000,-0.03700000,0,Mass,0.051000,0.033000,-0.033000,0,554.7122,,,0,1384.00,52.00,-52.00,0,0,84.70000,4.20000,-4.20000,0,G3,5680.00,90.00,-90.00,0,1.103000,0.091000,-0.069000,0,1.025000,0.047000,-0.047000,0,0.1200,0.0800,-0.0800,0,[Fe/H],4.360000,0.060000,-0.060000,0,00h52m00.22s,13.0009159,+34d43m42.25s,34.7284020,401.31900000,5.54200000,-5.39500000,13.0980000,0.1140000,-0.1140000,11.1040000,0.0180000,-0.0180000,12.8718000,0.0002330,-0.0002330
NGTS17 b,NGTS17,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),0,3.24253000000,0.00001000000,-0.00001000000,0,0.0391000000,0.0043000000,-0.0043000000,0,13.89913607,1.23298788,-1.23298788,0,1.24000000,0.11000000,-0.11000000,0,242.82090295,61.97653937,-52.12385875,0,0.76400000,0.19500000,-0.16400000,0,Mass,0.000000,,,0,1160.0000,250.0000,-250.0000,0,1457.00,50.00,-50.00,0,0,93.00000,20.00000,-17.00000,0,G4 V,5650.00,100.00,-100.00,0,1.337000,0.125000,-0.125000,0,1.025000,0.034000,-0.033000,0,0.1500,0.1000,-0.1000,0,[Fe/H],4.000000,0.120000,-0.120000,0,04h51m36.14s,72.9005729,-34d13m34.37s,-34.2262128,1040.28000000,22.05000000,-21.16000000,14.4120000,0.1260000,-0.1260000,12.7240000,0.0290000,-0.0290000,14.2136000,0.0003690,-0.0003690
HATS57 b,HATS57,1,1,Transit,2019,HATSouth,0,2.35062100000,0.00000130000,-0.00000130000,0,0.0349300000,0.0002100000,-0.0003000000,0,12.76705100,0.31385200,-0.31385200,0,1.13900000,0.02800000,-0.02800000,0,1000.21101000,23.20159000,-23.20159000,0,3.14700000,0.07300000,-0.07300000,0,Mass,0.028000,,,1,570.2330,,,0,1413.40,9.70,-9.70,0,0,472.50000,8.40000,-8.40000,0,,5587.00,19.00,-19.00,0,0.960000,0.011000,-0.011000,0,1.026000,0.019000,-0.026000,0,0.2680,0.0430,-0.0430,0,[Fe/H],4.484000,0.016000,-0.016000,0,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.48500000,3.11800000,-3.05000000,12.3330000,0.0690000,-0.0690000,10.7070000,0.0270000,-0.0270000,12.1816000,0.0007430,-0.0007430
TOI559 b,TOI559,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,6.98390950000,0.00000510000,-0.00000510000,0,0.0723000000,0.0013000000,-0.0013000000,0,12.22899794,0.31385146,-0.28022452,0,1.09100000,0.02800000,-0.02500000,0,1910.14872607,76.27881768,-73.10053361,0,6.01000000,0.24000000,-0.23000000,0,Mass,0.151000,0.012000,-0.011000,0,404.9150,,,0,1180.00,18.00,-16.00,0,0,633.00000,7.90000,-8.40000,0,G V,5925.00,85.00,-76.00,0,1.233000,0.028000,-0.026000,0,1.026000,0.057000,-0.057000,0,-0.0690,0.0650,-0.0790,0,[Fe/H],4.268000,0.024000,-0.028000,0,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.26600000,1.54200000,-1.52100000,11.0910000,0.0070000,-0.0070000,9.6380000,0.0240000,-0.0240000,10.9777000,0.0004050,-0.0004050
HD6061 b,HD6061,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,5.25490000000,0.00110000000,-0.00110000000,0,0.0600000000,0.0010000000,-0.0010000000,0,2.42763557,0.09903199,-0.07283589,0,0.21657951,0.00883506,-0.00649799,0,10.00000000,2.50000000,-2.50000000,0,0.03146352,0.00786588,-0.00786588,0,Mass,0.000000,,,0,339.1000,31.9000,-31.9000,0,1075.31,17.17,-17.62,0,0,3.63000,0.87000,-0.87000,0,,5934.00,75.00,-78.00,0,1.007200,0.016900,-0.016100,0,1.026900,0.031700,-0.035000,0,-0.0500,0.0570,-0.0550,0,[Fe/H],4.441000,0.021000,-0.023000,0,01h02m23.55s,15.5981441,+37d11m07.58s,37.1854394,67.62030000,0.20530000,-0.20400000,8.8440000,0.0020000,-0.0020000,7.3920000,0.0180000,-0.0180000,8.6993300,0.0004480,-0.0004480
HATP55 b,HATP55,1,1,Transit,2015,HTNet,0,3.58523130000,0.00000051000,-0.00000051000,0,0.0462800000,0.0007400000,-0.0007200000,0,14.84069045,0.25780656,-0.24659758,0,1.32400000,0.02300000,-0.02200000,0,189.42573057,23.20147371,-22.88364530,0,0.59600000,0.07300000,-0.07200000,0,Mass,0.170000,,,1,583.0000,18.0000,-18.0000,0,1367.00,11.00,-11.00,0,0,77.60000,9.10000,-9.20000,0,,5804.00,37.00,-37.00,0,1.105000,0.018000,-0.017000,0,1.028000,0.050000,-0.048000,0,0.0030,0.0490,-0.0320,0,[Fe/H],4.363000,0.014000,-0.013000,0,17h37m05.64s,264.2735096,+25d43m52.13s,25.7311468,511.38800000,3.63400000,-3.58500000,13.1970000,0.1260000,-0.1260000,11.6270000,0.0250000,-0.0250000,13.0955000,0.0003180,-0.0003180
Qatar8 b,Qatar8,1,1,Transit,2019,Qatar,0,3.71495000000,0.00100000000,-0.00100000000,0,0.0474000000,0.0008000000,-0.0008000000,0,14.40356500,0.24659800,-0.24659800,0,1.28500000,0.02200000,-0.02200000,0,117.91493000,19.70546000,-19.70546000,0,0.37100000,0.06200000,-0.06200000,0,Mass,0.000000,,,0,698.1480,,,0,1457.00,14.00,-14.00,0,0,47.70000,8.00000,-8.00000,0,G0 V,5738.00,51.00,-51.00,0,1.315000,0.020000,-0.020000,0,1.029000,0.051000,-0.051000,0,0.0250,0.0710,-0.0710,0,[Fe/H],4.214000,0.016000,-0.016000,0,10h29m38.96s,157.4123405,+70d31m37.50s,70.5270835,281.49800000,2.58800000,-2.54300000,11.7100000,0.0160000,-0.0160000,9.9370000,0.0150000,-0.0150000,11.3494000,0.0005250,-0.0005250
51Peg b,51Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,0,4.23078500000,0.00003600000,-0.00003600000,0,0.0527000000,0.0030000000,-0.0030000000,0,14.30000000,,,0,1.27000000,,,0,146.20180000,19.06980000,-3.17830000,0,0.46000000,0.06000000,-0.01000000,0,Mass,0.013000,0.012000,-0.012000,0,,,,,,,,,0,55.94000,0.69000,-0.69000,0,G5V,5758.00,101.62,-119.62,0,1.175610,0.067361,-0.035328,0,1.030000,0.166699,-0.085418,0,0.1800,0.1000,-0.1000,0,[M/H],4.310380,0.081246,-0.062595,0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.46140000,0.02970000,-0.02970000,5.4530900,0.0230000,-0.0230000,3.9110000,0.0210000,-0.0210000,5.2864700,0.0027680,-0.0027680
HATP36 b,HATP36,1,1,Transit,2011,HTNet,0,1.32734683000,0.00000048000,-0.00000048000,0,0.0241000000,0.0004700000,-0.0004700000,0,14.31389300,0.22418000,-0.22418000,0,1.27700000,0.02000000,-0.02000000,0,587.41340600,27.65121000,-27.65121000,0,1.84820000,0.08700000,-0.08700000,0,Mass,0.063000,0.021000,-0.023000,0,1821.0000,27.0000,-27.0000,0,1780.97,18.80,-18.80,0,0,334.70000,14.50000,-14.50000,0,G5 V,5620.00,40.00,-40.00,0,1.041000,0.013000,-0.013000,0,1.030000,0.030000,-0.030000,0,0.2500,0.0900,-0.0900,0,[Fe/H],4.416000,0.011000,-0.011000,0,12h33m03.89s,188.2662048,+44d54m55.32s,44.9153672,294.41900000,2.26900000,-2.23500000,12.1460000,0.0250000,-0.0250000,10.6030000,0.0210000,-0.0210000,12.0930000,0.0005330,-0.0005330
HATP40 b,HATP40,1,1,Transit,2012,HTNet,0,4.45724000000,0.00001000000,-0.00001000000,0,0.0608000000,0.0006000000,-0.0015000000,0,17.03768000,1.90553000,-1.90553000,0,1.52000000,0.17000000,-0.17000000,0,152.55840000,41.31790000,-41.31790000,0,0.48000000,0.13000000,-0.13000000,0,Mass,0.000000,,,0,1747.4151,,,0,1770.00,33.00,-33.00,0,0,58.10000,2.90000,-2.90000,0,,6080.00,100.00,-100.00,0,1.940000,0.220000,-0.220000,0,1.030000,0.400000,-0.400000,0,0.2200,,,0,[Fe/H],3.930000,0.020000,-0.020000,0,22h22m03.10s,335.5129199,+45d27m26.43s,45.4573423,464.46900000,6.53700000,-6.36100000,11.3400000,0.0140000,-0.0140000,10.0090000,0.0180000,-0.0180000,11.4162000,0.0007460,-0.0007460
HATP43 b,HATP43,1,1,Transit,2012,HTNet,0,3.33264140000,0.00001510000,-0.00001530000,0,0.0444000000,0.0021000000,-0.0021000000,0,13.63000000,0.64000000,-0.63000000,0,1.21598925,0.05709707,-0.05620493,0,210.39500000,19.06900000,-19.06900000,0,0.66200000,0.06000000,-0.06000000,0,Mass,0.000000,,,0,521.8770,,,0,1353.00,16.00,-16.00,0,0,87.70000,7.70000,-7.70000,0,F9,5693.00,62.00,-63.00,0,1.080000,0.050000,-0.050000,0,1.030000,0.040000,-0.040000,0,0.2000,0.0700,-0.0700,0,[Fe/H],4.380000,0.050000,-0.040000,0,08h35m42.17s,128.9256885,+10d12m23.71s,10.2065866,528.82500000,7.58700000,-7.37900000,13.2790000,0.0570000,-0.0570000,11.7640000,0.0230000,-0.0230000,13.2165000,0.0002960,-0.0002960
HD155918 b,HD155918,1,2,Radial Velocity,2022,Multiple Observatories,0,1.87567000000,0.00004000000,-0.00004000000,0,0.0300000000,0.0010000000,-0.0010000000,0,2.67000000,,,0,0.23900000,,,0,7.62788177,0.95348522,-1.27131363,0,0.02400000,0.00300000,-0.00400000,0,Msini,0.194000,0.197000,-0.129000,0,,,,,,,,,0,3.93500,0.46500,-0.43700,0,G2V,5771.84,107.21,-104.37,0,1.019060,0.041315,-0.046504,0,1.030000,0.132000,-0.132000,0,-0.6616,0.0240,-0.0240,0,[M/H],4.434510,0.098967,-0.045998,0,17h22m08.74s,260.5364025,-75d20m57.26s,-75.3492390,27.56100000,0.02270000,-0.02260000,7.0000000,0.0300000,-0.0300000,5.4590000,0.0200000,-0.0200000,6.8406000,0.0001910,-0.0001910
